# ICC Profile MPE CurveSet Export
# Tag: AToB1Tag
# Element: 0
# Channels: 3
# Samples: 4096
# Format: input(normalized 0-1) <tab> ch0_output ... chN_output
#
input	ch0	ch1	ch2
0.071062274	0.006103773	0.006103773	0.006103773
0.071306475	0.006132187	0.006132187	0.006132187
0.071550675	0.006160681	0.006160681	0.006160681
0.071794875	0.006189249	0.006189249	0.006189249
0.072039075	0.006217897	0.006217897	0.006217897
0.072283275	0.006246622	0.006246622	0.006246622
0.072527476	0.006275422	0.006275422	0.006275422
0.072771676	0.006304302	0.006304302	0.006304302
0.073015876	0.006333258	0.006333258	0.006333258
0.073260076	0.006362291	0.006362291	0.006362291
0.073504277	0.006391402	0.006391402	0.006391402
0.073748477	0.006420592	0.006420592	0.006420592
0.073992677	0.006449857	0.006449857	0.006449857
0.074236877	0.006479201	0.006479201	0.006479201
0.074481077	0.006508624	0.006508624	0.006508624
0.074725278	0.006538122	0.006538122	0.006538122
0.074969478	0.006567700	0.006567700	0.006567700
0.075213678	0.006597355	0.006597355	0.006597355
0.075457878	0.006627087	0.006627087	0.006627087
0.075702079	0.006656899	0.006656899	0.006656899
0.075946279	0.006686789	0.006686789	0.006686789
0.076190479	0.006716755	0.006716755	0.006716755
0.076434679	0.006746802	0.006746802	0.006746802
0.076678880	0.006776924	0.006776924	0.006776924
0.076923080	0.006807127	0.006807127	0.006807127
0.077167280	0.006837408	0.006837408	0.006837408
0.077411480	0.006867765	0.006867765	0.006867765
0.077655680	0.006898204	0.006898204	0.006898204
0.077899881	0.006928721	0.006928721	0.006928721
0.078144081	0.006959314	0.006959314	0.006959314
0.078388281	0.006989988	0.006989988	0.006989988
0.078632481	0.007020740	0.007020740	0.007020740
0.078876682	0.007051569	0.007051569	0.007051569
0.079120882	0.007082480	0.007082480	0.007082480
0.079365082	0.007113469	0.007113469	0.007113469
0.079609282	0.007144535	0.007144535	0.007144535
0.079853483	0.007175682	0.007175682	0.007175682
0.080097683	0.007206908	0.007206908	0.007206908
0.080341883	0.007238212	0.007238212	0.007238212
0.080586083	0.007269596	0.007269596	0.007269596
