# ICC Profile MPE CurveSet Export
# Tag: BToA1Tag
# Element: 1
# Channels: 3
# Samples: 4096
# Format: input(normalized 0-1) <tab> ch0_output ... chN_output
#
input	ch0	ch1	ch2
0.092307694	0.335932314	0.335932314	0.335932314
0.092551894	0.336362898	0.336362898	0.336362898
0.092796095	0.336792827	0.336792827	0.336792827
0.093040295	0.337222099	0.337222099	0.337222099
0.093284495	0.337650716	0.337650716	0.337650716
0.093528695	0.338078648	0.338078648	0.338078648
0.093772896	0.338505983	0.338505983	0.338505983
0.094017096	0.338932633	0.338932633	0.338932633
0.094261296	0.339358628	0.339358628	0.339358628
0.094505496	0.339783996	0.339783996	0.339783996
0.094749697	0.340208709	0.340208709	0.340208709
0.094993897	0.340632826	0.340632826	0.340632826
0.095238097	0.341056287	0.341056287	0.341056287
0.095482297	0.341479123	0.341479123	0.341479123
0.095726497	0.341901273	0.341901273	0.341901273
0.095970698	0.342322856	0.342322856	0.342322856
0.096214898	0.342743784	0.342743784	0.342743784
0.096459098	0.343164086	0.343164086	0.343164086
0.096703298	0.343583792	0.343583792	0.343583792
0.096947499	0.344002873	0.344002873	0.344002873
0.097191699	0.344421327	0.344421327	0.344421327
0.097435899	0.344839185	0.344839185	0.344839185
0.097680099	0.345256418	0.345256418	0.345256418
0.097924300	0.345673054	0.345673054	0.345673054
0.098168500	0.346089095	0.346089095	0.346089095
0.098412700	0.346504480	0.346504480	0.346504480
0.098656900	0.346919328	0.346919328	0.346919328
0.098901100	0.347333550	0.347333550	0.347333550
0.099145301	0.347747177	0.347747177	0.347747177
0.099389501	0.348160207	0.348160207	0.348160207
0.099633701	0.348572642	0.348572642	0.348572642
0.099877901	0.348984510	0.348984510	0.348984510
0.100122102	0.349395752	0.349395752	0.349395752
0.100366302	0.349806428	0.349806428	0.349806428
0.100610502	0.350216538	0.350216538	0.350216538
0.100854702	0.350626051	0.350626051	0.350626051
0.101098903	0.351034999	0.351034999	0.351034999
0.101343103	0.351443350	0.351443350	0.351443350
0.101587303	0.351851135	0.351851135	0.351851135
0.101831503	0.352258384	0.352258384	0.352258384
0.102075703	0.352665007	0.352665007	0.352665007
0.102319904	0.353071094	0.353071094	0.353071094
0.102564104	0.353476614	0.353476614	0.353476614
0.102808304	0.353881568	0.353881568	0.353881568
0.103052504	0.354285926	0.354285926	0.354285926
0.103296705	0.354689777	0.354689777	0.354689777
0.103540905	0.355093062	0.355093062	0.355093062
0.103785105	0.355495781	0.355495781	0.355495781
0.104029305	0.355897963	0.355897963	0.355897963
0.104273506	0.356299579	0.356299579	0.356299579
0.104517706	0.356700629	0.356700629	0.356700629
0.104761906	0.357101172	0.357101172	0.357101172
0.105006106	0.357501179	0.357501179	0.357501179
0.105250306	0.357900590	0.357900590	0.357900590
0.105494507	0.358299494	0.358299494	0.358299494
0.105738707	0.358697861	0.358697861	0.358697861
0.105982907	0.359095693	0.359095693	0.359095693
0.106227107	0.359492987	0.359492987	0.359492987
0.106471308	0.359889746	0.359889746	0.359889746
0.106715508	0.360285968	0.360285968	0.360285968
0.106959708	0.360681653	0.360681653	0.360681653
0.107203908	0.361076832	0.361076832	0.361076832
0.107448108	0.361471474	0.361471474	0.361471474
0.107692309	0.361865580	0.361865580	0.361865580
0.107936509	0.362259209	0.362259209	0.362259209
0.108180709	0.362652272	0.362652272	0.362652272
0.108424909	0.363044858	0.363044858	0.363044858
0.108669110	0.363436908	0.363436908	0.363436908
0.108913310	0.363828450	0.363828450	0.363828450
0.109157510	0.364219487	0.364219487	0.364219487
0.109401710	0.364609987	0.364609987	0.364609987
0.109645911	0.364999980	0.364999980	0.364999980
0.109890111	0.365389526	0.365389526	0.365389526
0.110134311	0.365778506	0.365778506	0.365778506
0.110378511	0.366167009	0.366167009	0.366167009
0.110622711	0.366554976	0.366554976	0.366554976
0.110866912	0.366942465	0.366942465	0.366942465
0.111111112	0.367329478	0.367329478	0.367329478
0.111355312	0.367715985	0.367715985	0.367715985
0.111599512	0.368102014	0.368102014	0.368102014
0.111843713	0.368487507	0.368487507	0.368487507
0.112087913	0.368872523	0.368872523	0.368872523
0.112332113	0.369257063	0.369257063	0.369257063
0.112576313	0.369641095	0.369641095	0.369641095
0.112820514	0.370024681	0.370024681	0.370024681
0.113064714	0.370407760	0.370407760	0.370407760
0.113308914	0.370790333	0.370790333	0.370790333
0.113553114	0.371172458	0.371172458	0.371172458
0.113797314	0.371554077	0.371554077	0.371554077
0.114041515	0.371935248	0.371935248	0.371935248
0.114285715	0.372315943	0.372315943	0.372315943
0.114529915	0.372696131	0.372696131	0.372696131
0.114774115	0.373075873	0.373075873	0.373075873
0.115018316	0.373455137	0.373455137	0.373455137
0.115262516	0.373833925	0.373833925	0.373833925
0.115506716	0.374212265	0.374212265	0.374212265
0.115750916	0.374590129	0.374590129	0.374590129
0.115995117	0.374967515	0.374967515	0.374967515
0.116239317	0.375344455	0.375344455	0.375344455
0.116483517	0.375720918	0.375720918	0.375720918
0.116727717	0.376096934	0.376096934	0.376096934
0.116971917	0.376472503	0.376472503	0.376472503
0.117216118	0.376847595	0.376847595	0.376847595
0.117460318	0.377222210	0.377222210	0.377222210
0.117704518	0.377596408	0.377596408	0.377596408
0.117948718	0.377970159	0.377970159	0.377970159
0.118192919	0.378343433	0.378343433	0.378343433
0.118437119	0.378716260	0.378716260	0.378716260
0.118681319	0.379088640	0.379088640	0.379088640
0.118925519	0.379460573	0.379460573	0.379460573
0.119169720	0.379832089	0.379832089	0.379832089
0.119413920	0.380203128	0.380203128	0.380203128
0.119658120	0.380573720	0.380573720	0.380573720
0.119902320	0.380943894	0.380943894	0.380943894
0.120146520	0.381313622	0.381313622	0.381313622
0.120390721	0.381682903	0.381682903	0.381682903
0.120634921	0.382051766	0.382051766	0.382051766
0.120879121	0.382420182	0.382420182	0.382420182
0.121123321	0.382788152	0.382788152	0.382788152
0.121367522	0.383155704	0.383155704	0.383155704
0.121611722	0.383522838	0.383522838	0.383522838
0.121855922	0.383889496	0.383889496	0.383889496
0.122100122	0.384255767	0.384255767	0.384255767
0.122344323	0.384621620	0.384621620	0.384621620
0.122588523	0.384986997	0.384986997	0.384986997
0.122832723	0.385352015	0.385352015	0.385352015
0.123076923	0.385716558	0.385716558	0.385716558
0.123321123	0.386080682	0.386080682	0.386080682
0.123565324	0.386444420	0.386444420	0.386444420
0.123809524	0.386807710	0.386807710	0.386807710
0.124053724	0.387170613	0.387170613	0.387170613
0.124297924	0.387533069	0.387533069	0.387533069
0.124542125	0.387895107	0.387895107	0.387895107
0.124786325	0.388256758	0.388256758	0.388256758
0.125030532	0.388617992	0.388617992	0.388617992
0.125274733	0.388978779	0.388978779	0.388978779
0.125518933	0.389339179	0.389339179	0.389339179
0.125763133	0.389699191	0.389699191	0.389699191
0.126007333	0.390058756	0.390058756	0.390058756
0.126251534	0.390417933	0.390417933	0.390417933
0.126495734	0.390776724	0.390776724	0.390776724
0.126739934	0.391135097	0.391135097	0.391135097
0.126984134	0.391493052	0.391493052	0.391493052
0.127228335	0.391850650	0.391850650	0.391850650
0.127472535	0.392207772	0.392207772	0.392207772
0.127716735	0.392564535	0.392564535	0.392564535
0.127960935	0.392920941	0.392920941	0.392920941
0.128205135	0.393276930	0.393276930	0.393276930
0.128449336	0.393632501	0.393632501	0.393632501
0.128693536	0.393987685	0.393987685	0.393987685
0.128937736	0.394342482	0.394342482	0.394342482
0.129181936	0.394696832	0.394696832	0.394696832
0.129426137	0.395050883	0.395050883	0.395050883
0.129670337	0.395404488	0.395404488	0.395404488
0.129914537	0.395757705	0.395757705	0.395757705
0.130158737	0.396110535	0.396110535	0.396110535
0.130402938	0.396463007	0.396463007	0.396463007
0.130647138	0.396815091	0.396815091	0.396815091
0.130891338	0.397166789	0.397166789	0.397166789
0.131135538	0.397518098	0.397518098	0.397518098
0.131379738	0.397868991	0.397868991	0.397868991
0.131623939	0.398219556	0.398219556	0.398219556
0.131868139	0.398569703	0.398569703	0.398569703
0.132112339	0.398919493	0.398919493	0.398919493
0.132356539	0.399268925	0.399268925	0.399268925
0.132600740	0.399617970	0.399617970	0.399617970
0.132844940	0.399966627	0.399966627	0.399966627
0.133089140	0.400314897	0.400314897	0.400314897
0.133333340	0.400662839	0.400662839	0.400662839
0.133577541	0.401010364	0.401010364	0.401010364
0.133821741	0.401357532	0.401357532	0.401357532
0.134065941	0.401704311	0.401704311	0.401704311
0.134310141	0.402050793	0.402050793	0.402050793
0.134554341	0.402396828	0.402396828	0.402396828
0.134798542	0.402742535	0.402742535	0.402742535
0.135042742	0.403087884	0.403087884	0.403087884
0.135286942	0.403432846	0.403432846	0.403432846
0.135531142	0.403777450	0.403777450	0.403777450
0.135775343	0.404121697	0.404121697	0.404121697
